# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-04-22 18:06:03 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15290000 L SUSITNA R NR PALMER AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15290000
#            TS   parameter     statistic     Description
#           783       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=15290000&ts_ids=783]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	783_00060_00003	783_00060_00003_cd
USGS	15290000	1969-04-09	17.0	A
USGS	15290000	1969-04-10	18.0	A
USGS	15290000	1969-04-11	19.0	A
USGS	15290000	1969-04-12	20.0	A
USGS	15290000	1969-04-13	19.0	A
USGS	15290000	1969-04-14	18.0	A
USGS	15290000	1969-04-15	18.0	A
USGS	15290000	1969-04-16	20.0	A
USGS	15290000	1969-04-17	23.0	A
USGS	15290000	1969-04-18	24.0	A
USGS	15290000	1969-04-19	25.0	A
USGS	15290000	1969-04-20	26.0	A
USGS	15290000	1969-04-21	26.0	A
USGS	15290000	1969-04-22	27.0	A
USGS	15290000	1969-04-23	29.0	A
USGS	15290000	1969-04-24	31.0	A
USGS	15290000	1969-04-25	28.0	A
USGS	15290000	1969-04-26	27.0	A
USGS	15290000	1969-04-27	28.0	A
USGS	15290000	1969-04-28	29.0	A
USGS	15290000	1969-04-29	28.0	A
USGS	15290000	1969-04-30	25.0	A
USGS	15290000	1969-05-01	27.0	A
USGS	15290000	1969-05-02	33.0	A
USGS	15290000	1969-05-03	33.0	A
USGS	15290000	1969-05-04	29.0	A
USGS	15290000	1969-05-05	31.0	A
USGS	15290000	1969-05-06	29.0	A
USGS	15290000	1969-05-07	29.0	A
USGS	15290000	1969-05-08	28.0	A
USGS	15290000	1969-05-09	31.0	A
USGS	15290000	1969-05-10	47.0	A
USGS	15290000	1969-05-11	69.0	A
USGS	15290000	1969-05-12	64.0	A
USGS	15290000	1969-05-13	61.0	A
USGS	15290000	1969-05-14	69.0	A
USGS	15290000	1969-05-15	84.0	A
USGS	15290000	1969-05-16	80.0	A
USGS	15290000	1969-05-17	93.0	A
USGS	15290000	1969-05-18	162	A
USGS	15290000	1969-05-19	244	A
USGS	15290000	1969-05-20	230	A
USGS	15290000	1969-05-21	191	A
USGS	15290000	1969-05-22	232	A
USGS	15290000	1969-05-23	254	A
USGS	15290000	1969-05-24	441	A
USGS	15290000	1969-05-25	652	A
USGS	15290000	1969-05-26	609	A
USGS	15290000	1969-05-27	555	A
USGS	15290000	1969-05-28	305	A
USGS	15290000	1969-05-29	286	A
USGS	15290000	1969-05-30	291	A
USGS	15290000	1969-05-31	257	A
USGS	15290000	1969-06-01	252	A
USGS	15290000	1969-06-02	240	A
USGS	15290000	1969-06-03	275	A
USGS	15290000	1969-06-04	280	A
USGS	15290000	1969-06-05	237	A
USGS	15290000	1969-06-06	232	A
USGS	15290000	1969-06-07	275	A
USGS	15290000	1969-06-08	305	A
USGS	15290000	1969-06-09	480	A
USGS	15290000	1969-06-10	346	A
USGS	15290000	1969-06-11	333	A
USGS	15290000	1969-06-12	360	A
USGS	15290000	1969-06-13	398	A
USGS	15290000	1969-06-14	475	A
USGS	15290000	1969-06-15	432	A
USGS	15290000	1969-06-16	374	A
USGS	15290000	1969-06-17	297	A
USGS	15290000	1969-06-18	267	A
USGS	15290000	1969-06-19	259	A
USGS	15290000	1969-06-20	249	A
USGS	15290000	1969-06-21	252	A
USGS	15290000	1969-06-22	240	A
USGS	15290000	1969-06-23	225	A
USGS	15290000	1969-06-24	230	A
USGS	15290000	1969-06-25	235	A
USGS	15290000	1969-06-26	220	A
USGS	15290000	1969-06-27	223	A
USGS	15290000	1969-06-28	232	A
USGS	15290000	1969-06-29	228	A
USGS	15290000	1969-06-30	223	A
USGS	15290000	1969-07-01	223	A
USGS	15290000	1969-07-02	204	A
USGS	15290000	1969-07-03	202	A
USGS	15290000	1969-07-04	216	A
USGS	15290000	1969-07-05	202	A
USGS	15290000	1969-07-06	197	A
USGS	15290000	1969-07-07	202	A
USGS	15290000	1969-07-08	237	A
USGS	15290000	1969-07-09	240	A
USGS	15290000	1969-07-10	230	A
USGS	15290000	1969-07-11	232	A
USGS	15290000	1969-07-12	264	A
USGS	15290000	1969-07-13	252	A
USGS	15290000	1969-07-14	225	A
USGS	15290000	1969-07-15	204	A
USGS	15290000	1969-07-16	197	A
USGS	15290000	1969-07-17	197	A
USGS	15290000	1969-07-18	188	A
USGS	15290000	1969-07-19	180	A
USGS	15290000	1969-07-20	172	A
USGS	15290000	1969-07-21	174	A
USGS	15290000	1969-07-22	176	A
USGS	15290000	1969-07-23	186	A
USGS	15290000	1969-07-24	263	A
USGS	15290000	1969-07-25	398	A
USGS	15290000	1969-07-26	240	A
USGS	15290000	1969-07-27	199	A
USGS	15290000	1969-07-28	334	A
USGS	15290000	1969-07-29	500	A
USGS	15290000	1969-07-30	419	A
USGS	15290000	1969-07-31	346	A
USGS	15290000	1969-08-01	305	A
USGS	15290000	1969-08-02	272	A
USGS	15290000	1969-08-03	259	A
USGS	15290000	1969-08-04	252	A
USGS	15290000	1969-08-05	314	A
USGS	15290000	1969-08-06	311	A
USGS	15290000	1969-08-07	262	A
USGS	15290000	1969-08-08	230	A
USGS	15290000	1969-08-09	213	A
USGS	15290000	1969-08-10	197	A
USGS	15290000	1969-08-11	182	A
USGS	15290000	1969-08-12	166	A
USGS	15290000	1969-08-13	155	A
USGS	15290000	1969-08-14	146	A
USGS	15290000	1969-08-15	138	A
USGS	15290000	1969-08-16	133	A
USGS	15290000	1969-08-17	130	A
USGS	15290000	1969-08-18	127	A
USGS	15290000	1969-08-19	123	A
USGS	15290000	1969-08-20	117	A
USGS	15290000	1969-08-21	114	A
USGS	15290000	1969-08-22	116	A
USGS	15290000	1969-08-23	124	A
USGS	15290000	1969-08-24	117	A
USGS	15290000	1969-08-25	111	A
USGS	15290000	1969-08-26	110	A
USGS	15290000	1969-08-27	108	A
USGS	15290000	1969-08-28	106	A
USGS	15290000	1969-08-29	104	A
USGS	15290000	1969-08-30	102	A
USGS	15290000	1969-08-31	103	A
USGS	15290000	1969-09-01	104	A
USGS	15290000	1969-09-02	103	A
USGS	15290000	1969-09-03	104	A
USGS	15290000	1969-09-04	120	A
USGS	15290000	1969-09-05	112	A
USGS	15290000	1969-09-06	103	A
USGS	15290000	1969-09-07	98.0	A
USGS	15290000	1969-09-08	94.0	A
USGS	15290000	1969-09-09	93.0	A
USGS	15290000	1969-09-10	90.0	A
USGS	15290000	1969-09-11	86.0	A
USGS	15290000	1969-09-12	85.0	A
USGS	15290000	1969-09-13	83.0	A
USGS	15290000	1969-09-14	84.0	A
USGS	15290000	1969-09-15	80.0	A
USGS	15290000	1969-09-16	79.0	A
USGS	15290000	1969-09-17	77.0	A
USGS	15290000	1969-09-18	76.0	A
USGS	15290000	1969-09-19	74.0	A
USGS	15290000	1969-09-20	72.0	A
USGS	15290000	1969-09-21	70.0	A
USGS	15290000	1969-09-22	69.0	A
USGS	15290000	1969-09-23	70.0	A
USGS	15290000	1969-09-24	68.0	A
USGS	15290000	1969-09-25	67.0	A
USGS	15290000	1969-09-26	65.0	A
USGS	15290000	1969-09-27	62.0	A
USGS	15290000	1969-09-28	61.0	A
USGS	15290000	1969-09-29	59.0	A
USGS	15290000	1969-09-30	57.0	A
USGS	15290000	1969-10-01	55.0	A
USGS	15290000	1969-10-02	60.0	A
USGS	15290000	1969-10-03	57.0	A
USGS	15290000	1969-10-04	122	A
USGS	15290000	1969-10-05	91.0	A
USGS	15290000	1969-10-06	82.0	A
USGS	15290000	1969-10-07	85.0	A
USGS	15290000	1969-10-08	82.0	A
USGS	15290000	1969-10-09	86.0	A
USGS	15290000	1969-10-10	80.0	A
USGS	15290000	1969-10-11	91.0	A
USGS	15290000	1969-10-12	92.0	A
USGS	15290000	1969-10-13	93.0	A
USGS	15290000	1969-10-14	88.0	A
USGS	15290000	1969-10-15	85.0	A
USGS	15290000	1969-10-16	84.0	A
USGS	15290000	1969-10-17	82.0	A
USGS	15290000	1969-10-18	82.0	A
USGS	15290000	1969-10-19	79.0	A
USGS	15290000	1969-10-20	74.0	A
USGS	15290000	1969-10-21	70.0	A
USGS	15290000	1969-10-22	65.0	A
USGS	15290000	1969-10-23	60.0	A
USGS	15290000	1969-10-24	55.0	A
USGS	15290000	1969-10-25	50.0	A
USGS	15290000	1969-10-26	50.0	A
USGS	15290000	1969-10-27	55.0	A
USGS	15290000	1969-10-28	85.0	A
USGS	15290000	1969-10-29	80.0	A
USGS	15290000	1969-10-30	75.0	A
USGS	15290000	1969-10-31	70.0	A
USGS	15290000	1969-11-01	70.0	A
USGS	15290000	1969-11-02	65.0	A
USGS	15290000	1969-11-03	65.0	A
USGS	15290000	1969-11-04	60.0	A
USGS	15290000	1969-11-05	55.0	A
USGS	15290000	1969-11-06	50.0	A
USGS	15290000	1969-11-07	48.0	A
USGS	15290000	1969-11-08	46.0	A
USGS	15290000	1969-11-09	45.0	A
USGS	15290000	1969-11-10	44.0	A
USGS	15290000	1969-11-11	43.0	A
USGS	15290000	1969-11-12	42.0	A
USGS	15290000	1969-11-13	41.0	A
USGS	15290000	1969-11-14	40.0	A
USGS	15290000	1969-11-15	40.0	A
USGS	15290000	1969-11-16	40.0	A
USGS	15290000	1969-11-17	40.0	A
USGS	15290000	1969-11-18	40.0	A
USGS	15290000	1969-11-19	42.0	A
USGS	15290000	1969-11-20	42.0	A
USGS	15290000	1969-11-21	44.0	A
USGS	15290000	1969-11-22	42.0	A
USGS	15290000	1969-11-23	42.0	A
USGS	15290000	1969-11-24	44.0	A
USGS	15290000	1969-11-25	44.0	A
USGS	15290000	1969-11-26	42.0	A
USGS	15290000	1969-11-27	42.0	A
USGS	15290000	1969-11-28	40.0	A
USGS	15290000	1969-11-29	40.0	A
USGS	15290000	1969-11-30	40.0	A
USGS	15290000	1969-12-01	38.0	A
USGS	15290000	1969-12-02	38.0	A
USGS	15290000	1969-12-03	38.0	A
USGS	15290000	1969-12-04	38.0	A
USGS	15290000	1969-12-05	36.0	A
USGS	15290000	1969-12-06	36.0	A
USGS	15290000	1969-12-07	36.0	A
USGS	15290000	1969-12-08	36.0	A
USGS	15290000	1969-12-09	36.0	A
USGS	15290000	1969-12-10	34.0	A
USGS	15290000	1969-12-11	34.0	A
USGS	15290000	1969-12-12	34.0	A
USGS	15290000	1969-12-13	34.0	A
USGS	15290000	1969-12-14	32.0	A
USGS	15290000	1969-12-15	32.0	A
USGS	15290000	1969-12-16	32.0	A
USGS	15290000	1969-12-17	32.0	A
USGS	15290000	1969-12-18	32.0	A
USGS	15290000	1969-12-19	32.0	A
USGS	15290000	1969-12-20	32.0	A
USGS	15290000	1969-12-21	30.0	A
USGS	15290000	1969-12-22	30.0	A
USGS	15290000	1969-12-23	30.0	A
USGS	15290000	1969-12-24	30.0	A
USGS	15290000	1969-12-25	30.0	A
USGS	15290000	1969-12-26	30.0	A
USGS	15290000	1969-12-27	30.0	A
USGS	15290000	1969-12-28	30.0	A
USGS	15290000	1969-12-29	30.0	A
USGS	15290000	1969-12-30	30.0	A
USGS	15290000	1969-12-31	30.0	A
USGS	15290000	1970-01-01	28.0	A
USGS	15290000	1970-01-02	28.0	A
USGS	15290000	1970-01-03	28.0	A
USGS	15290000	1970-01-04	28.0	A
USGS	15290000	1970-01-05	28.0	A
USGS	15290000	1970-01-06	28.0	A
USGS	15290000	1970-01-07	28.0	A
USGS	15290000	1970-01-08	28.0	A
USGS	15290000	1970-01-09	28.0	A
USGS	15290000	1970-01-10	28.0	A
USGS	15290000	1970-01-11	26.0	A
USGS	15290000	1970-01-12	26.0	A
USGS	15290000	1970-01-13	26.0	A
USGS	15290000	1970-01-14	26.0	A
USGS	15290000	1970-01-15	26.0	A
USGS	15290000	1970-01-16	26.0	A
USGS	15290000	1970-01-17	26.0	A
USGS	15290000	1970-01-18	26.0	A
USGS	15290000	1970-01-19	26.0	A
USGS	15290000	1970-01-20	26.0	A
USGS	15290000	1970-01-21	24.0	A
USGS	15290000	1970-01-22	24.0	A
USGS	15290000	1970-01-23	24.0	A
USGS	15290000	1970-01-24	24.0	A
USGS	15290000	1970-01-25	24.0	A
USGS	15290000	1970-01-26	24.0	A
USGS	15290000	1970-01-27	24.0	A
USGS	15290000	1970-01-28	24.0	A
USGS	15290000	1970-01-29	24.0	A
USGS	15290000	1970-01-30	24.0	A
USGS	15290000	1970-01-31	24.0	A
USGS	15290000	1970-02-01	22.0	A
USGS	15290000	1970-02-02	22.0	A
USGS	15290000	1970-02-03	22.0	A
USGS	15290000	1970-02-04	22.0	A
USGS	15290000	1970-02-05	22.0	A
USGS	15290000	1970-02-06	22.0	A
USGS	15290000	1970-02-07	22.0	A
USGS	15290000	1970-02-08	22.0	A
USGS	15290000	1970-02-09	22.0	A
USGS	15290000	1970-02-10	22.0	A
USGS	15290000	1970-02-11	20.0	A
USGS	15290000	1970-02-12	20.0	A
USGS	15290000	1970-02-13	20.0	A
USGS	15290000	1970-02-14	20.0	A
USGS	15290000	1970-02-15	20.0	A
USGS	15290000	1970-02-16	20.0	A
USGS	15290000	1970-02-17	20.0	A
USGS	15290000	1970-02-18	20.0	A
USGS	15290000	1970-02-19	20.0	A
USGS	15290000	1970-02-20	20.0	A
USGS	15290000	1970-02-21	19.0	A
USGS	15290000	1970-02-22	19.0	A
USGS	15290000	1970-02-23	19.0	A
USGS	15290000	1970-02-24	19.0	A
USGS	15290000	1970-02-25	19.0	A
USGS	15290000	1970-02-26	19.0	A
USGS	15290000	1970-02-27	19.0	A
USGS	15290000	1970-02-28	19.0	A
USGS	15290000	1970-03-01	19.0	A
USGS	15290000	1970-03-02	19.0	A
USGS	15290000	1970-03-03	19.0	A
USGS	15290000	1970-03-04	19.0	A
USGS	15290000	1970-03-05	19.0	A
USGS	15290000	1970-03-06	19.0	A
USGS	15290000	1970-03-07	19.0	A
USGS	15290000	1970-03-08	19.0	A
USGS	15290000	1970-03-09	19.0	A
USGS	15290000	1970-03-10	19.0	A
USGS	15290000	1970-03-11	20.0	A
USGS	15290000	1970-03-12	20.0	A
USGS	15290000	1970-03-13	20.0	A
USGS	15290000	1970-03-14	20.0	A
USGS	15290000	1970-03-15	20.0	A
USGS	15290000	1970-03-16	20.0	A
USGS	15290000	1970-03-17	20.0	A
USGS	15290000	1970-03-18	20.0	A
USGS	15290000	1970-03-19	20.0	A
USGS	15290000	1970-03-20	20.0	A
USGS	15290000	1970-03-21	20.0	A
USGS	15290000	1970-03-22	20.0	A
USGS	15290000	1970-03-23	20.0	A
USGS	15290000	1970-03-24	20.0	A
USGS	15290000	1970-03-25	20.0	A
USGS	15290000	1970-03-26	20.0	A
USGS	15290000	1970-03-27	20.0	A
USGS	15290000	1970-03-28	20.0	A
USGS	15290000	1970-03-29	20.0	A
USGS	15290000	1970-03-30	20.0	A
USGS	15290000	1970-03-31	20.0	A
USGS	15290000	1970-04-01	20.0	A
USGS	15290000	1970-04-02	20.0	A
USGS	15290000	1970-04-03	20.0	A
USGS	15290000	1970-04-04	20.0	A
USGS	15290000	1970-04-05	20.0	A
USGS	15290000	1970-04-06	20.0	A
USGS	15290000	1970-04-07	20.0	A
USGS	15290000	1970-04-08	20.0	A
USGS	15290000	1970-04-09	20.0	A
USGS	15290000	1970-04-10	20.0	A
USGS	15290000	1970-04-11	20.0	A
USGS	15290000	1970-04-12	20.0	A
USGS	15290000	1970-04-13	20.0	A
USGS	15290000	1970-04-14	20.0	A
USGS	15290000	1970-04-15	20.0	A
USGS	15290000	1970-04-16	19.0	A
USGS	15290000	1970-04-17	19.0	A
USGS	15290000	1970-04-18	19.0	A
USGS	15290000	1970-04-19	19.0	A
USGS	15290000	1970-04-20	19.0	A
USGS	15290000	1970-04-21	19.0	A
USGS	15290000	1970-04-22	19.0	A
USGS	15290000	1970-04-23	19.0	A
USGS	15290000	1970-04-24	19.0	A
USGS	15290000	1970-04-25	19.0	A
USGS	15290000	1970-04-26	19.0	A
USGS	15290000	1970-04-27	19.0	A
USGS	15290000	1970-04-28	20.0	A
USGS	15290000	1970-04-29	22.0	A
USGS	15290000	1970-04-30	22.0	A
USGS	15290000	1970-05-01	24.0	A
USGS	15290000	1970-05-02	26.0	A
USGS	15290000	1970-05-03	26.0	A
USGS	15290000	1970-05-04	28.0	A
USGS	15290000	1970-05-05	32.0	A
USGS	15290000	1970-05-06	38.0	A
USGS	15290000	1970-05-07	52.0	A
USGS	15290000	1970-05-08	62.0	A
USGS	15290000	1970-05-09	84.0	A
USGS	15290000	1970-05-10	120	A
USGS	15290000	1970-05-11	148	A
USGS	15290000	1970-05-12	172	A
USGS	15290000	1970-05-13	197	A
USGS	15290000	1970-05-14	180	A
USGS	15290000	1970-05-15	170	A
USGS	15290000	1970-05-16	148	A
USGS	15290000	1970-05-17	138	A
USGS	15290000	1970-05-18	153	A
USGS	15290000	1970-05-19	188	A
USGS	15290000	1970-05-20	220	A
USGS	15290000	1970-05-21	242	A
USGS	15290000	1970-05-22	252	A
USGS	15290000	1970-05-23	216	A
USGS	15290000	1970-05-24	216	A
USGS	15290000	1970-05-25	254	A
USGS	15290000	1970-05-26	308	A
USGS	15290000	1970-05-27	446	A
USGS	15290000	1970-05-28	485	A
USGS	15290000	1970-05-29	470	A
USGS	15290000	1970-05-30	423	A
USGS	15290000	1970-05-31	510	A
USGS	15290000	1970-06-01	442	A
USGS	15290000	1970-06-02	374	A
USGS	15290000	1970-06-03	378	A
USGS	15290000	1970-06-04	374	A
USGS	15290000	1970-06-05	390	A
USGS	15290000	1970-06-06	545	A
USGS	15290000	1970-06-07	640	A
USGS	15290000	1970-06-08	540	A
USGS	15290000	1970-06-09	402	A
USGS	15290000	1970-06-10	339	A
USGS	15290000	1970-06-11	540	A
USGS	15290000	1970-06-12	437	A
USGS	15290000	1970-06-13	353	A
USGS	15290000	1970-06-14	311	A
USGS	15290000	1970-06-15	297	A
USGS	15290000	1970-06-16	280	A
USGS	15290000	1970-06-17	283	A
USGS	15290000	1970-06-18	339	A
USGS	15290000	1970-06-19	294	A
USGS	15290000	1970-06-20	291	A
USGS	15290000	1970-06-21	305	A
USGS	15290000	1970-06-22	333	A
USGS	15290000	1970-06-23	356	A
USGS	15290000	1970-06-24	390	A
USGS	15290000	1970-06-25	382	A
USGS	15290000	1970-06-26	382	A
USGS	15290000	1970-06-27	560	A
USGS	15290000	1970-06-28	628	A
USGS	15290000	1970-06-29	490	A
USGS	15290000	1970-06-30	500	A
USGS	15290000	1970-07-01	480	A
USGS	15290000	1970-07-02	540	A
USGS	15290000	1970-07-03	500	A
USGS	15290000	1970-07-04	460	A
USGS	15290000	1970-07-05	382	A
USGS	15290000	1970-07-06	360	A
USGS	15290000	1970-07-07	374	A
USGS	15290000	1970-07-08	374	A
USGS	15290000	1970-07-09	342	A
USGS	15290000	1970-07-10	402	A
USGS	15290000	1970-07-11	394	A
USGS	15290000	1970-07-12	314	A
USGS	15290000	1970-07-13	280	A
USGS	15290000	1970-07-14	275	A
USGS	15290000	1970-07-15	280	A
USGS	15290000	1970-07-16	288	A
USGS	15290000	1970-07-17	283	A
USGS	15290000	1970-07-18	570	A
USGS	15290000	1970-07-19	442	A
USGS	15290000	1970-07-20	382	A
USGS	15290000	1970-07-21	460	A
USGS	15290000	1970-07-22	600	A
USGS	15290000	1970-07-23	490	A
USGS	15290000	1970-07-24	460	A
USGS	15290000	1970-07-25	460	A
USGS	15290000	1970-07-26	475	A
USGS	15290000	1970-07-27	442	A
USGS	15290000	1970-07-28	402	A
USGS	15290000	1970-07-29	398	A
USGS	15290000	1970-07-30	616	A
USGS	15290000	1970-07-31	460	A
USGS	15290000	1970-08-01	545	A
USGS	15290000	1970-08-02	446	A
USGS	15290000	1970-08-03	406	A
USGS	15290000	1970-08-04	370	A
USGS	15290000	1970-08-05	574	A
USGS	15290000	1970-08-06	550	A
USGS	15290000	1970-08-07	664	A
USGS	15290000	1970-08-08	575	A
USGS	15290000	1970-08-09	500	A
USGS	15290000	1970-08-10	451	A
USGS	15290000	1970-08-11	423	A
USGS	15290000	1970-08-12	394	A
USGS	15290000	1970-08-13	356	A
USGS	15290000	1970-08-14	327	A
USGS	15290000	1970-08-15	339	A
USGS	15290000	1970-08-16	446	A
USGS	15290000	1970-08-17	356	A
USGS	15290000	1970-08-18	339	A
USGS	15290000	1970-08-19	308	A
USGS	15290000	1970-08-20	300	A
USGS	15290000	1970-08-21	320	A
USGS	15290000	1970-08-22	510	A
USGS	15290000	1970-08-23	570	A
USGS	15290000	1970-08-24	510	A
USGS	15290000	1970-08-25	446	A
USGS	15290000	1970-08-26	406	A
USGS	15290000	1970-08-27	382	A
USGS	15290000	1970-08-28	350	A
USGS	15290000	1970-08-29	320	A
USGS	15290000	1970-08-30	314	A
USGS	15290000	1970-08-31	288	A
USGS	15290000	1970-09-01	272	A
USGS	15290000	1970-09-02	259	A
USGS	15290000	1970-09-03	247	A
USGS	15290000	1970-09-04	254	A
USGS	15290000	1970-09-05	244	A
USGS	15290000	1970-09-06	230	A
USGS	15290000	1970-09-07	213	A
USGS	15290000	1970-09-08	193	A
USGS	15290000	1970-09-09	178	A
USGS	15290000	1970-09-10	168	A
USGS	15290000	1970-09-11	170	A
USGS	15290000	1970-09-12	327	A
USGS	15290000	1970-09-13	280	A
USGS	15290000	1970-09-14	252	A
USGS	15290000	1970-09-15	235	A
USGS	15290000	1970-09-16	216	A
USGS	15290000	1970-09-17	206	A
USGS	15290000	1970-09-18	211	A
USGS	15290000	1970-09-19	193	A
USGS	15290000	1970-09-20	176	A
USGS	15290000	1970-09-21	168	A
USGS	15290000	1970-09-22	159	A
USGS	15290000	1970-09-23	150	A
USGS	15290000	1970-09-24	146	A
USGS	15290000	1970-09-25	143	A
USGS	15290000	1970-09-26	140	A
USGS	15290000	1970-09-27	136	A
USGS	15290000	1970-09-28	143	A
USGS	15290000	1970-09-29	135	A
USGS	15290000	1970-09-30	133	A
USGS	15290000	1970-10-01	151	A
USGS	15290000	1970-10-02	188	A
USGS	15290000	1970-10-03	150	A
USGS	15290000	1970-10-04	135	A
USGS	15290000	1970-10-05	130	A
USGS	15290000	1970-10-06	135	A
USGS	15290000	1970-10-07	130	A
USGS	15290000	1970-10-08	135	A
USGS	15290000	1970-10-09	129	A
USGS	15290000	1970-10-10	123	A
USGS	15290000	1970-10-11	122	A
USGS	15290000	1970-10-12	124	A
USGS	15290000	1970-10-13	138	A
USGS	15290000	1970-10-14	126	A
USGS	15290000	1970-10-15	120	A
USGS	15290000	1970-10-16	110	A
USGS	15290000	1970-10-17	100	A
USGS	15290000	1970-10-18	100	A
USGS	15290000	1970-10-19	95.0	A
USGS	15290000	1970-10-20	90.0	A
USGS	15290000	1970-10-21	90.0	A
USGS	15290000	1970-10-22	90.0	A
USGS	15290000	1970-10-23	90.0	A
USGS	15290000	1970-10-24	90.0	A
USGS	15290000	1970-10-25	90.0	A
USGS	15290000	1970-10-26	95.0	A
USGS	15290000	1970-10-27	110	A
USGS	15290000	1970-10-28	110	A
USGS	15290000	1970-10-29	110	A
USGS	15290000	1970-10-30	120	A
USGS	15290000	1970-10-31	130	A
USGS	15290000	1970-11-01	140	A
USGS	15290000	1970-11-02	130	A
USGS	15290000	1970-11-03	120	A
USGS	15290000	1970-11-04	110	A
USGS	15290000	1970-11-05	110	A
USGS	15290000	1970-11-06	110	A
USGS	15290000	1970-11-07	100	A
USGS	15290000	1970-11-08	95.0	A
USGS	15290000	1970-11-09	90.0	A
USGS	15290000	1970-11-10	85.0	A
USGS	15290000	1970-11-11	80.0	A
USGS	15290000	1970-11-12	75.0	A
USGS	15290000	1970-11-13	70.0	A
USGS	15290000	1970-11-14	70.0	A
USGS	15290000	1970-11-15	65.0	A
USGS	15290000	1970-11-16	60.0	A
USGS	15290000	1970-11-17	60.0	A
USGS	15290000	1970-11-18	55.0	A
USGS	15290000	1970-11-19	55.0	A
USGS	15290000	1970-11-20	50.0	A
USGS	15290000	1970-11-21	48.0	A
USGS	15290000	1970-11-22	46.0	A
USGS	15290000	1970-11-23	44.0	A
USGS	15290000	1970-11-24	42.0	A
USGS	15290000	1970-11-25	42.0	A
USGS	15290000	1970-11-26	40.0	A
USGS	15290000	1970-11-27	40.0	A
USGS	15290000	1970-11-28	40.0	A
USGS	15290000	1970-11-29	38.0	A
USGS	15290000	1970-11-30	38.0	A
USGS	15290000	1970-12-01	38.0	A
USGS	15290000	1970-12-02	38.0	A
USGS	15290000	1970-12-03	38.0	A
USGS	15290000	1970-12-04	38.0	A
USGS	15290000	1970-12-05	38.0	A
USGS	15290000	1970-12-06	38.0	A
USGS	15290000	1970-12-07	38.0	A
USGS	15290000	1970-12-08	38.0	A
USGS	15290000	1970-12-09	38.0	A
USGS	15290000	1970-12-10	40.0	A
USGS	15290000	1970-12-11	40.0	A
USGS	15290000	1970-12-12	42.0	A
USGS	15290000	1970-12-13	44.0	A
USGS	15290000	1970-12-14	46.0	A
USGS	15290000	1970-12-15	46.0	A
USGS	15290000	1970-12-16	44.0	A
USGS	15290000	1970-12-17	44.0	A
USGS	15290000	1970-12-18	44.0	A
USGS	15290000	1970-12-19	44.0	A
USGS	15290000	1970-12-20	46.0	A
USGS	15290000	1970-12-21	48.0	A
USGS	15290000	1970-12-22	50.0	A
USGS	15290000	1970-12-23	50.0	A
USGS	15290000	1970-12-24	55.0	A
USGS	15290000	1970-12-25	55.0	A
USGS	15290000	1970-12-26	50.0	A
USGS	15290000	1970-12-27	46.0	A
USGS	15290000	1970-12-28	42.0	A
USGS	15290000	1970-12-29	40.0	A
USGS	15290000	1970-12-30	38.0	A
USGS	15290000	1970-12-31	36.0	A
USGS	15290000	1971-01-01	36.0	A
USGS	15290000	1971-01-02	36.0	A
USGS	15290000	1971-01-03	36.0	A
USGS	15290000	1971-01-04	34.0	A
USGS	15290000	1971-01-05	34.0	A
USGS	15290000	1971-01-06	34.0	A
USGS	15290000	1971-01-07	34.0	A
USGS	15290000	1971-01-08	34.0	A
USGS	15290000	1971-01-09	34.0	A
USGS	15290000	1971-01-10	32.0	A
USGS	15290000	1971-01-11	32.0	A
USGS	15290000	1971-01-12	32.0	A
USGS	15290000	1971-01-13	30.0	A
USGS	15290000	1971-01-14	30.0	A
USGS	15290000	1971-01-15	30.0	A
USGS	15290000	1971-01-16	30.0	A
USGS	15290000	1971-01-17	30.0	A
USGS	15290000	1971-01-18	30.0	A
USGS	15290000	1971-01-19	30.0	A
USGS	15290000	1971-01-20	28.0	A
USGS	15290000	1971-01-21	28.0	A
USGS	15290000	1971-01-22	28.0	A
USGS	15290000	1971-01-23	28.0	A
USGS	15290000	1971-01-24	28.0	A
USGS	15290000	1971-01-25	28.0	A
USGS	15290000	1971-01-26	28.0	A
USGS	15290000	1971-01-27	28.0	A
USGS	15290000	1971-01-28	26.0	A
USGS	15290000	1971-01-29	26.0	A
USGS	15290000	1971-01-30	26.0	A
USGS	15290000	1971-01-31	26.0	A
USGS	15290000	1971-02-01	26.0	A
USGS	15290000	1971-02-02	26.0	A
USGS	15290000	1971-02-03	26.0	A
