"site","date","year","jday","timing","resid.sig","peak"
"REID BROOK BELOW TRIBUTARY",2017-08-15,2017,227,60,1.38411402077582,167
"REID BROOK BELOW TRIBUTARY",2018-06-02,2018,153,-14,0.996850079568496,167
"REID BROOK BELOW TRIBUTARY",2019-05-16,2019,136,-31,1.09430201382206,167
"REID BROOK BELOW TRIBUTARY",2020-08-27,2020,240,73,1.74074564053407,167
"REID BROOK BELOW TRIBUTARY",2021-05-03,2021,123,-44,1.72053921995296,167
"REID BROOK BELOW TRIBUTARY",2022-05-14,2022,134,-33,0.825069299199366,167
"TRIBUTARY TO REID BROOK",2003-10-24,2003,297,142,1.61503388894374,155
"TRIBUTARY TO REID BROOK",2004-06-11,2004,163,8,4.21662784856982,155
"TRIBUTARY TO REID BROOK",2005-10-19,2005,292,137,5.02621291133205,155
"TRIBUTARY TO REID BROOK",2006-05-13,2006,133,-22,6.11400219175827,155
"TRIBUTARY TO REID BROOK",2007-09-13,2007,256,101,5.49359882192932,155
"TRIBUTARY TO REID BROOK",2008-05-05,2008,126,-29,4.97505073754082,155
"TRIBUTARY TO REID BROOK",2009-06-05,2009,156,1,1.85580326132295,155
"TRIBUTARY TO REID BROOK",2010-07-19,2010,200,45,6.15849273641145,155
"TRIBUTARY TO REID BROOK",2011-06-16,2011,167,12,4.07460945500525,155
"TRIBUTARY TO REID BROOK",2012-08-07,2012,220,65,5.2386815401679,155
"TRIBUTARY TO REID BROOK",2013-05-09,2013,129,-26,2.47805314503911,155
"TRIBUTARY TO REID BROOK",2014-05-23,2014,143,-12,5.29241400222998,155
"TRIBUTARY TO REID BROOK",2015-07-09,2015,190,35,7.08816439293634,155
"TRIBUTARY TO REID BROOK",2016-05-16,2016,137,-18,4.47988572491595,155
"TRIBUTARY TO REID BROOK",2017-05-13,2017,133,-22,6.16436044872341,155
"TRIBUTARY TO REID BROOK",2018-09-22,2018,265,110,2.72121523414148,155
"TRIBUTARY TO REID BROOK",2019-05-16,2019,136,-19,3.70467092757416,155
"TRIBUTARY TO REID BROOK",2020-08-27,2020,240,85,8.07503572228038,155
"TRIBUTARY TO REID BROOK",2021-05-21,2021,141,-14,7.56039922313405,155
"TRIBUTARY TO REID BROOK",2022-05-22,2022,142,-13,3.84620310638303,155
"UGJOKTOK RIVER BELOW HARP LAKE",2000-06-02,2000,154,-17,0.250925638177085,171
"UGJOKTOK RIVER BELOW HARP LAKE",2001-05-17,2001,137,-34,0.514269207015794,171
"UGJOKTOK RIVER BELOW HARP LAKE",2002-10-23,2002,296,125,0.290399414085102,171
"UGJOKTOK RIVER BELOW HARP LAKE",2003-05-22,2003,142,-29,0.483416988320181,171
"UGJOKTOK RIVER BELOW HARP LAKE",2004-06-09,2004,161,-10,0.285968939659517,171
"UGJOKTOK RIVER BELOW HARP LAKE",2005-05-13,2005,133,-38,0.534461513227596,171
"UGJOKTOK RIVER BELOW HARP LAKE",2006-05-10,2006,130,-41,0.50911836319627,171
"UGJOKTOK RIVER BELOW HARP LAKE",2007-06-07,2007,158,-13,0.273316413019652,171
"UGJOKTOK RIVER BELOW HARP LAKE",2008-05-05,2008,126,-45,0.606843934783241,171
"UGJOKTOK RIVER BELOW HARP LAKE",2009-06-03,2009,154,-17,0.193912260207583,171
"UGJOKTOK RIVER BELOW HARP LAKE",2010-06-05,2010,156,-15,0.308832688665598,171
"UGJOKTOK RIVER BELOW HARP LAKE",2011-06-10,2011,161,-10,0.301355988983144,171
"UGJOKTOK RIVER BELOW HARP LAKE",2012-05-20,2012,141,-30,0.403437731624615,171
"UGJOKTOK RIVER BELOW HARP LAKE",2013-05-06,2013,126,-45,0.449936269962886,171
"UGJOKTOK RIVER BELOW HARP LAKE",2014-05-22,2014,142,-29,0.340155108445425,171
"UGJOKTOK RIVER BELOW HARP LAKE",2015-05-20,2015,140,-31,0.155248870966514,171
"UGJOKTOK RIVER BELOW HARP LAKE",2016-05-26,2016,147,-24,0.354926792372987,171
"UGJOKTOK RIVER BELOW HARP LAKE",2017-05-17,2017,137,-34,0.438297728526973,171
"UGJOKTOK RIVER BELOW HARP LAKE",2018-07-05,2018,186,15,0.152835475991493,171
"UGJOKTOK RIVER BELOW HARP LAKE",2019-08-22,2019,234,63,0.224082548407215,171
"UGJOKTOK RIVER BELOW HARP LAKE",2020-10-20,2020,294,123,0.210564162724598,171
"UGJOKTOK RIVER BELOW HARP LAKE",2021-05-22,2021,142,-29,0.396542101716873,171
"UGJOKTOK RIVER BELOW HARP LAKE",2022-05-23,2022,143,-28,0.348804328338634,171
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2000-05-27,2000,148,-20,0.126025888655292,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2001-08-15,2001,227,59,0.0847539783523754,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2002-09-16,2002,259,91,0.108519803567118,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2003-03-20,2003,79,-89,0.0534694248171954,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2004-09-28,2004,272,104,0.260740672486206,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2005-04-19,2005,109,-59,0.246017459948103,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2006-04-28,2006,118,-50,0.181662422107271,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2007-05-01,2007,121,-47,0.282275447909415,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2008-05-21,2008,142,-26,0.215646575594637,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2009-08-29,2009,241,73,0.236264158189402,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2010-09-24,2010,267,99,0.0344545567135379,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2011-05-14,2011,134,-34,0.191473274724723,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2012-04-12,2012,103,-65,0.106710922321059,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2013-05-16,2013,136,-32,0.233172823292343,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2014-10-15,2014,288,120,0.0939508222801317,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2015-05-10,2015,130,-38,0.213242104119854,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2016-10-21,2016,295,127,0.115216348644041,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2017-06-02,2017,153,-15,0.121533220434816,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2018-05-14,2018,134,-34,0.0791406552829277,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2019-10-27,2019,300,132,0.102887870348585,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2020-06-23,2020,175,7,0.125092720497453,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2021-05-11,2021,131,-37,0.240113693460833,168
"WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY",2022-05-13,2022,133,-35,0.254006998297223,168
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2000-05-04,2000,125,-33,0.678009395020822,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2001-10-18,2001,291,133,0.363614114487525,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2002-05-18,2002,138,-20,0.348838070617804,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2003-05-15,2003,135,-23,0.438125641102627,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2004-09-14,2004,258,100,0.68917389657426,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2005-04-22,2005,112,-46,0.950905238593252,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2006-04-26,2006,116,-42,0.790037781551916,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2007-05-02,2007,122,-36,0.88429721105775,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2008-04-29,2008,120,-38,0.625670332034642,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2009-07-11,2009,192,34,0.702239324209101,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2010-04-07,2010,97,-61,0.685010659020419,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2011-05-15,2011,135,-23,0.574425312590624,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2012-04-15,2012,106,-52,0.638195138251239,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2013-05-13,2013,133,-25,0.623337522927066,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2014-10-11,2014,284,126,0.376977941538893,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2015-05-09,2015,129,-29,0.65482080445615,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2016-10-17,2016,291,133,0.318453220685908,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2017-05-18,2017,138,-20,0.264555558950661,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2018-08-17,2018,229,71,0.495183320523099,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2019-07-21,2019,202,44,0.696247713013084,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2020-07-13,2020,195,37,0.340925063138772,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2021-05-02,2021,122,-36,0.590406215915107,158
"SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE",2022-05-16,2022,136,-22,0.618661144580653,158
"GRASS RIVER ABOVE STANDING STONE FALLS",2005-10-31,2005,304,28,0.237709906352124,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2006-03-01,2006,60,-216,0.181059134116123,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2007-05-16,2007,136,-140,0.180264216341424,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2008-03-25,2008,85,-191,0.0193822052768592,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2009-08-07,2009,219,-57,0.102741193827568,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2010-10-28,2010,301,25,0.0116628626020099,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2011-09-27,2011,270,-6,0.0639218742735745,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2012-06-24,2012,176,-100,0.0940142326651896,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2013-03-31,2013,90,-186,-0.0612043532688272,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2014-06-18,2014,169,-107,0.126339234192103,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2015-10-18,2015,291,15,0.0840348226697822,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2016-10-29,2016,303,27,0.0672369193399756,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2017-05-31,2017,151,-125,0.200124849512097,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2018-10-31,2018,304,28,0.0669993020128439,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2019-03-01,2019,60,-216,0.0360619023318676,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2020-08-04,2020,217,-59,0.210428138921008,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2021-06-17,2021,168,-108,0.14822339899722,276
"GRASS RIVER ABOVE STANDING STONE FALLS",2022-06-22,2022,173,-103,0.0735916571878947,276
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2000-05-31,2000,152,-6,0.358839422313368,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2001-05-01,2001,121,-37,0.589788246917186,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2002-05-15,2002,135,-23,0.36603891007848,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2003-04-26,2003,116,-42,0.260367971178517,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2004-06-10,2004,162,4,0.133005902548114,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2005-04-20,2005,110,-48,0.716026103948395,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2006-04-21,2006,111,-47,0.653155047822776,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2007-04-28,2007,118,-40,0.59092729450405,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2008-07-15,2008,197,39,0.447392440037941,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2009-07-23,2009,204,46,0.278071746391699,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2010-09-14,2010,257,99,0.485255580504455,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2011-08-26,2011,238,80,0.2026790032705,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2012-05-01,2012,122,-36,0.410029908948903,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2013-10-15,2013,288,130,0.289576941936417,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2014-05-13,2014,133,-25,0.493324590111957,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2015-09-19,2015,262,104,0.400202749236472,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2016-08-03,2016,216,58,0.273076872187618,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2017-05-07,2017,127,-31,0.724330008052001,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2018-05-02,2018,122,-36,0.249775931158905,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2019-05-14,2019,134,-24,0.248828700341844,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2020-07-16,2020,198,40,0.388612771673142,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2021-05-14,2021,134,-24,0.281727270286964,158
"BURNTWOOD RIVER ABOVE LEAF RAPIDS",2022-05-16,2022,136,-22,0.267815889033511,158
"ODEI RIVER NEAR THOMPSON",2000-05-03,2000,124,-31,0.640446537595878,155
"ODEI RIVER NEAR THOMPSON",2001-05-05,2001,125,-30,0.617444230834249,155
"ODEI RIVER NEAR THOMPSON",2002-05-25,2002,145,-10,0.425839511112434,155
"ODEI RIVER NEAR THOMPSON",2003-04-27,2003,117,-38,0.208555665248289,155
"ODEI RIVER NEAR THOMPSON",2004-10-10,2004,284,129,0.0453704004707514,155
"ODEI RIVER NEAR THOMPSON",2005-04-23,2005,113,-42,0.843826506652366,155
"ODEI RIVER NEAR THOMPSON",2006-04-24,2006,114,-41,0.43833324091095,155
"ODEI RIVER NEAR THOMPSON",2007-05-02,2007,122,-33,0.680335248876357,155
"ODEI RIVER NEAR THOMPSON",2008-05-20,2008,141,-14,0.260272824705935,155
"ODEI RIVER NEAR THOMPSON",2009-07-25,2009,206,51,0.640869836054982,155
"ODEI RIVER NEAR THOMPSON",2010-08-29,2010,241,86,0.615724115959057,155
"ODEI RIVER NEAR THOMPSON",2011-08-24,2011,236,81,0.573353827642018,155
"ODEI RIVER NEAR THOMPSON",2012-05-06,2012,127,-28,0.303780168481893,155
"ODEI RIVER NEAR THOMPSON",2013-10-18,2013,291,136,0.395690331792796,155
"ODEI RIVER NEAR THOMPSON",2014-05-17,2014,137,-18,0.399301410503279,155
"ODEI RIVER NEAR THOMPSON",2015-08-03,2015,215,60,0.488473033401576,155
"ODEI RIVER NEAR THOMPSON",2016-10-10,2016,284,129,0.206948657822304,155
"ODEI RIVER NEAR THOMPSON",2017-05-30,2017,150,-5,0.565312361928886,155
"ODEI RIVER NEAR THOMPSON",2018-05-07,2018,127,-28,0.407246339118673,155
"ODEI RIVER NEAR THOMPSON",2019-05-07,2019,127,-28,0.076311920904967,155
"ODEI RIVER NEAR THOMPSON",2020-07-20,2020,202,47,0.521821632594334,155
"ODEI RIVER NEAR THOMPSON",2021-05-16,2021,136,-19,0.359208115134362,155
"ODEI RIVER NEAR THOMPSON",2022-05-17,2022,137,-18,0.352880998859228,155
"SAPOCHI RIVER NEAR NELSON HOUSE",2000-07-20,2000,202,55,1.48534219206984,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2001-05-24,2001,144,-3,1.8009455677645,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2002-05-25,2002,145,-2,1.63870073480387,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2003-04-29,2003,119,-28,1.31521025794782,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2004-09-12,2004,256,109,0.316064503607394,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2005-07-29,2005,210,63,2.83368992958326,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2006-04-21,2006,111,-36,0.786621546074863,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2007-05-02,2007,122,-25,1.8693520273867,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2008-07-18,2008,200,53,1.15989809993587,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2009-07-26,2009,207,60,2.18618158251439,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2010-09-03,2010,246,99,1.44671579847969,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2011-08-21,2011,233,86,2.43484506921142,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2012-05-05,2012,126,-21,1.13994455121549,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2013-10-19,2013,292,145,1.86741488020283,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2014-05-17,2014,137,-10,1.7072453627509,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2015-08-03,2015,215,68,1.93895375619492,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2016-10-11,2016,285,138,1.54237906268522,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2017-05-23,2017,143,-4,2.09335758860022,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2018-07-07,2018,188,41,1.75662446344733,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2019-09-01,2019,244,97,0.861511210421912,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2020-07-03,2020,185,38,2.21105334492022,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2021-05-17,2021,137,-10,1.31577812783063,147
"SAPOCHI RIVER NEAR NELSON HOUSE",2022-05-18,2022,138,-9,1.37387203682565,147
"KETTLE RIVER NEAR GILLAM",2000-07-18,2000,200,42,0.898237021901971,158
"KETTLE RIVER NEAR GILLAM",2001-05-06,2001,126,-32,1.06959365673156,158
"KETTLE RIVER NEAR GILLAM",2002-09-26,2002,269,111,0.442318717986209,158
"KETTLE RIVER NEAR GILLAM",2003-05-10,2003,130,-28,0.541611785827768,158
"KETTLE RIVER NEAR GILLAM",2004-06-15,2004,167,9,0.179514911529295,158
"KETTLE RIVER NEAR GILLAM",2005-04-23,2005,113,-45,1.22247029507639,158
"KETTLE RIVER NEAR GILLAM",2006-04-22,2006,112,-46,0.656883964618457,158
"KETTLE RIVER NEAR GILLAM",2007-04-29,2007,119,-39,1.26546300266813,158
"KETTLE RIVER NEAR GILLAM",2008-05-18,2008,139,-19,0.589313915423268,158
"KETTLE RIVER NEAR GILLAM",2009-07-25,2009,206,48,0.750979241471537,158
"KETTLE RIVER NEAR GILLAM",2010-09-14,2010,257,99,0.91501997967456,158
"KETTLE RIVER NEAR GILLAM",2011-09-05,2011,248,90,0.601878991614397,158
"KETTLE RIVER NEAR GILLAM",2012-05-07,2012,128,-30,0.655154788217081,158
"KETTLE RIVER NEAR GILLAM",2013-10-20,2013,293,135,0.442282471384409,158
"KETTLE RIVER NEAR GILLAM",2014-05-17,2014,137,-21,0.71248229357746,158
"KETTLE RIVER NEAR GILLAM",2015-09-24,2015,267,109,0.557609402638467,158
"KETTLE RIVER NEAR GILLAM",2016-10-12,2016,286,128,0.821315187863856,158
"KETTLE RIVER NEAR GILLAM",2017-05-20,2017,140,-18,0.847010798990981,158
"KETTLE RIVER NEAR GILLAM",2018-05-07,2018,127,-31,0.506991322861518,158
"KETTLE RIVER NEAR GILLAM",2019-09-01,2019,244,86,0.56356128281386,158
"KETTLE RIVER NEAR GILLAM",2020-07-17,2020,199,41,1.04438699301756,158
"KETTLE RIVER NEAR GILLAM",2021-05-26,2021,146,-12,0.48626037832622,158
"KETTLE RIVER NEAR GILLAM",2022-08-11,2022,223,65,0.396968062394954,158
"ANGLING RIVER NEAR BIRD",2000-07-22,2000,204,51,1.3677053142333,153
"ANGLING RIVER NEAR BIRD",2001-04-11,2001,101,-52,0.36210241194915,153
"ANGLING RIVER NEAR BIRD",2002-06-01,2002,152,-1,0.881662981478615,153
"ANGLING RIVER NEAR BIRD",2003-05-13,2003,133,-20,0.850517743828937,153
"ANGLING RIVER NEAR BIRD",2004-10-11,2004,285,132,0.0424978257771591,153
"ANGLING RIVER NEAR BIRD",2005-07-30,2005,211,58,1.27863986370055,153
"ANGLING RIVER NEAR BIRD",2006-04-23,2006,113,-40,0.863673809513611,153
"ANGLING RIVER NEAR BIRD",2007-05-04,2007,124,-29,1.64232783553568,153
"ANGLING RIVER NEAR BIRD",2008-05-23,2008,144,-9,0.974930647081039,153
"ANGLING RIVER NEAR BIRD",2009-06-28,2009,179,26,1.06032622462306,153
"ANGLING RIVER NEAR BIRD",2010-09-05,2010,248,95,1.20609553890401,153
"ANGLING RIVER NEAR BIRD",2011-09-06,2011,249,96,1.1191772635303,153
"ANGLING RIVER NEAR BIRD",2012-09-10,2012,254,101,1.04069623805352,153
"ANGLING RIVER NEAR BIRD",2013-05-16,2013,136,-17,0.711983094580083,153
"ANGLING RIVER NEAR BIRD",2014-05-20,2014,140,-13,0.735993414226066,153
"ANGLING RIVER NEAR BIRD",2015-05-03,2015,123,-30,1.01296188780471,153
"ANGLING RIVER NEAR BIRD",2016-10-12,2016,286,133,1.0489734177152,153
"ANGLING RIVER NEAR BIRD",2017-05-23,2017,143,-10,1.06862631909256,153
"ANGLING RIVER NEAR BIRD",2018-07-15,2018,196,43,0.462505651834368,153
"ANGLING RIVER NEAR BIRD",2019-09-02,2019,245,92,0.941624802039482,153
"ANGLING RIVER NEAR BIRD",2020-07-06,2020,188,35,1.07855505689013,153
"ANGLING RIVER NEAR BIRD",2021-05-19,2021,139,-14,0.71487767935638,153
"ANGLING RIVER NEAR BIRD",2022-08-12,2022,224,71,0.606527970652388,153
"WEIR RIVER ABOVE THE MOUTH",2000-05-05,2000,126,-34,1.25593096857578,160
"WEIR RIVER ABOVE THE MOUTH",2001-05-04,2001,124,-36,1.48052530324009,160
"WEIR RIVER ABOVE THE MOUTH",2002-05-29,2002,149,-11,0.704298636217336,160
"WEIR RIVER ABOVE THE MOUTH",2003-05-13,2003,133,-27,1.02438072514978,160
"WEIR RIVER ABOVE THE MOUTH",2004-06-01,2004,153,-7,0.607992321788377,160
"WEIR RIVER ABOVE THE MOUTH",2005-07-28,2005,209,49,0.906208899219921,160
"WEIR RIVER ABOVE THE MOUTH",2006-05-01,2006,121,-39,0.468728825847932,160
"WEIR RIVER ABOVE THE MOUTH",2007-05-01,2007,121,-39,1.49249142406746,160
"WEIR RIVER ABOVE THE MOUTH",2008-05-23,2008,144,-16,0.789382249908382,160
"WEIR RIVER ABOVE THE MOUTH",2009-07-26,2009,207,47,0.704934747860039,160
"WEIR RIVER ABOVE THE MOUTH",2010-04-20,2010,110,-50,1.02804583554268,160
"WEIR RIVER ABOVE THE MOUTH",2011-05-17,2011,137,-23,0.749046092639975,160
"WEIR RIVER ABOVE THE MOUTH",2012-05-09,2012,130,-30,0.94041024090702,160
"WEIR RIVER ABOVE THE MOUTH",2013-05-17,2013,137,-23,0.679875514697002,160
"WEIR RIVER ABOVE THE MOUTH",2014-10-27,2014,300,140,0.686697194673674,160
"WEIR RIVER ABOVE THE MOUTH",2015-09-22,2015,265,105,0.748540655979287,160
"WEIR RIVER ABOVE THE MOUTH",2016-05-05,2016,126,-34,0.704037384109887,160
"WEIR RIVER ABOVE THE MOUTH",2017-05-25,2017,145,-15,1.1201305777195,160
"WEIR RIVER ABOVE THE MOUTH",2018-05-06,2018,126,-34,0.83439216309062,160
"WEIR RIVER ABOVE THE MOUTH",2019-04-27,2019,117,-43,0.844151660553719,160
"WEIR RIVER ABOVE THE MOUTH",2020-07-06,2020,188,28,0.771208423259734,160
"WEIR RIVER ABOVE THE MOUTH",2021-07-12,2021,193,33,0.559743761787457,160
"WEIR RIVER ABOVE THE MOUTH",2022-08-13,2022,225,65,0.481059790376891,160
"DILLON RIVER BELOW DILLON LAKE",2000-10-02,2000,276,112,0.130524031095502,164
"DILLON RIVER BELOW DILLON LAKE",2001-07-08,2001,189,25,0.670670664035971,164
"DILLON RIVER BELOW DILLON LAKE",2002-08-27,2002,239,75,0.109947397940423,164
"DILLON RIVER BELOW DILLON LAKE",2003-10-27,2003,300,136,0.448094978620115,164
"DILLON RIVER BELOW DILLON LAKE",2004-06-20,2004,172,8,0.621975152859577,164
"DILLON RIVER BELOW DILLON LAKE",2005-04-26,2005,116,-48,0.956921440635706,164
"DILLON RIVER BELOW DILLON LAKE",2006-10-11,2006,284,120,0.296850163796486,164
"DILLON RIVER BELOW DILLON LAKE",2007-05-01,2007,121,-43,0.627040045497049,164
"DILLON RIVER BELOW DILLON LAKE",2008-05-14,2008,135,-29,0.541340555802905,164
"DILLON RIVER BELOW DILLON LAKE",2009-04-30,2009,120,-44,0.593288903973709,164
"DILLON RIVER BELOW DILLON LAKE",2010-04-30,2010,120,-44,0.692114087934061,164
"DILLON RIVER BELOW DILLON LAKE",2011-07-10,2011,191,27,0.551881909024625,164
"DILLON RIVER BELOW DILLON LAKE",2012-05-10,2012,131,-33,0.434499310818073,164
"DILLON RIVER BELOW DILLON LAKE",2013-06-23,2013,174,10,0.624898528471666,164
"DILLON RIVER BELOW DILLON LAKE",2014-06-17,2014,168,4,0.552573881155969,164
"DILLON RIVER BELOW DILLON LAKE",2015-04-24,2015,114,-50,0.215267319641112,164
"DILLON RIVER BELOW DILLON LAKE",2016-07-12,2016,194,30,0.136148366122668,164
"DILLON RIVER BELOW DILLON LAKE",2017-07-01,2017,182,18,0.509652108278979,164
"DILLON RIVER BELOW DILLON LAKE",2018-05-05,2018,125,-39,0.381990491205318,164
"DILLON RIVER BELOW DILLON LAKE",2019-09-10,2019,253,89,0.336011779568581,164
"DILLON RIVER BELOW DILLON LAKE",2020-06-18,2020,170,6,0.476385097410721,164
"DILLON RIVER BELOW DILLON LAKE",2021-04-22,2021,112,-52,0.281072100059015,164
"DILLON RIVER BELOW DILLON LAKE",2022-05-16,2022,136,-28,0.612321304039364,164
"CANOE RIVER NEAR BEAUVAL",2000-08-17,2000,230,92,0.353009439155686,138
"CANOE RIVER NEAR BEAUVAL",2001-06-30,2001,181,43,0.224752886695033,138
"CANOE RIVER NEAR BEAUVAL",2002-08-19,2002,231,93,0.240366857719223,138
"CANOE RIVER NEAR BEAUVAL",2003-07-05,2003,186,48,0.160167342978113,138
"CANOE RIVER NEAR BEAUVAL",2004-03-31,2004,91,-47,0.285981413674137,138
"CANOE RIVER NEAR BEAUVAL",2005-04-12,2005,102,-36,0.436741345076802,138
"CANOE RIVER NEAR BEAUVAL",2006-04-12,2006,102,-36,0.372738631237654,138
"CANOE RIVER NEAR BEAUVAL",2007-04-30,2007,120,-18,0.234494298182203,138
"CANOE RIVER NEAR BEAUVAL",2008-05-03,2008,124,-14,0.25321230684694,138
