"station","year","month","variable","value"
"07FA006",2016,12,"snowfall",0.0172942939133289
"07FA006",2017,1,"snowfall",0.0301415348108296
"07FA006",2017,2,"snowfall",0.0289544666284331
"07FA006",2017,3,"snowfall",0.0423405302799249
"07FA006",2017,4,"snowfall",0.0556576230196199
"07FA006",2017,5,"snowfall",0.0456296472955927
"07FA006",2017,6,"snowfall",0.000874920408592965
"07FA006",2017,7,"snowfall",1.07939818321598e-06
"07FA006",2017,8,"snowfall",6.64357849180489e-07
"07FA006",2017,9,"snowfall",0.00394829601439222
"07FA006",2017,10,"snowfall",0.0604153182904915
"07FA006",2017,11,"snowfall",0.0585814405834112
"07FA006",2017,12,"snowfall",0.00446831681177139
"07FA006",2018,1,"snowfall",0.0405978425005721
"07FA006",2018,2,"snowfall",0.0296557688486689
"07FA006",2018,3,"snowfall",0.0527127214929783
"07FA006",2018,4,"snowfall",0.0285820192871494
"07FA006",2018,5,"snowfall",0.00254526681562232
"07FA006",2018,6,"snowfall",0.0138988259572127
"07FA006",2018,7,"snowfall",0.00037680529700804
"07FA006",2018,8,"snowfall",8.40392781131564e-06
"07FA006",2018,9,"snowfall",0.0159102811751641
"07FA006",2018,10,"snowfall",0.0287975577080419
"07FA006",2018,11,"snowfall",0.0470512006028453
"07FA006",2018,12,"snowfall",0.0575334653197339
"07FA006",2019,1,"snowfall",0.0428057811245419
"07FA006",2019,2,"snowfall",0.0317902418954616
"07FA006",2019,3,"snowfall",0.00398739060962765
"07FA006",2019,4,"snowfall",0.0275642268464771
"07FA006",2019,5,"snowfall",0.0236597748700112
"07FA006",2019,6,"snowfall",0.00265452161952339
"07FA006",2019,7,"snowfall",3.33550114397345e-05
"07FA006",2019,8,"snowfall",0.0131693879790843
"07FA006",2019,9,"snowfall",0.00811913364278492
"07FA006",2019,10,"snowfall",0.034649444984245
"07FA006",2019,11,"snowfall",0.0530179612912528
"07FA006",2019,12,"snowfall",0.0160100436242905
"07FA006",2020,1,"snowfall",0.0511197410879001
"07FA006",2020,2,"snowfall",0.02324571228979
"07FA006",2020,3,"snowfall",0.0440647742379952
"07FA006",2020,4,"snowfall",0.0122421275799663
"07FA006",2020,5,"snowfall",0.0073138849743505
"07FA006",2020,6,"snowfall",0.000975439815408022
"07FA006",2020,7,"snowfall",0
"07FA006",2020,8,"snowfall",6.42359244902989e-07
"07FA006",2020,9,"snowfall",0.0138372730043752
"07FA006",2020,10,"snowfall",0.0295299436524913
"07FA006",2020,11,"snowfall",0.0570507052724722
"07FA006",2020,12,"snowfall",0.0243172492095705
"07FA006",2021,1,"snowfall",0.036475909933917
"07FA006",2021,2,"snowfall",0.0250210415241514
"07FA006",2021,3,"snowfall",0.0433622918584809
"07FA006",2021,4,"snowfall",0.0285295730331518
"07FA006",2021,5,"snowfall",0.0141848423863845
"07FA006",2021,6,"snowfall",0.00140706820643963
"07FA006",2021,7,"snowfall",2.46854522305498e-06
"07FA006",2021,8,"snowfall",0.00448934530358198
"07FA006",2021,9,"snowfall",0.010679366104612
"07FA006",2021,10,"snowfall",0.0234664527690831
"07FA006",2021,11,"snowfall",0.0656209310325303
"07FA006",2021,12,"snowfall",0.0216150045547948
"07FA006",2022,1,"snowfall",0.0336997357316035
"07FA006",2022,2,"snowfall",0.0263089785304227
"07FA006",2022,3,"snowfall",0.0200934352829328
"07FA006",2022,4,"snowfall",0.0461558642379693
"07FA006",2022,5,"snowfall",0.0200895028975934
"07FA006",2022,6,"snowfall",0
"07FA006",2022,7,"snowfall",0
"07FA006",2022,8,"snowfall",0
"07FA006",2022,9,"snowfall",0.000303108269269737
"07FA006",2022,10,"snowfall",0.0283785245283757
"07FA006",2022,11,"snowfall",0.0363490443453072
"07FA006",2022,12,"snowfall",0.033504086715116
"07FA006",2023,1,"snowfall",0.0258212520463078
"07FA006",2023,2,"snowfall",0.0341699938641425
"07FA006",2023,3,"snowfall",0.0231556730214391
"07FA006",2023,4,"snowfall",0.0548408318093077
"07FA006",2023,5,"snowfall",2.17465060654769e-05
"07FA006",2023,6,"snowfall",1.90591555828184e-05
"07FA006",2023,7,"snowfall",0
"07FA006",2023,8,"snowfall",0
"07FA006",2023,9,"snowfall",0.00162258272348049
"07FA006",2023,10,"snowfall",0.0107139682981838
"07FA006",2023,11,"snowfall",0.0298562889567413
"07FA006",2023,12,"snowfall",0.0204572100723787
"07FA006",2024,1,"snowfall",0.0230834991159054
"07FA006",2024,2,"snowfall",0.0156025662067543
"07FA006",2024,3,"snowfall",0.0142562499785376
"07FA006",2024,4,"snowfall",0.0412051777351871
"07FA006",2024,5,"snowfall",0.00332340651633096
"07FA006",2024,6,"snowfall",0.0053989604574094
"07FA006",2024,7,"snowfall",1.96520864878997e-07
"07FA006",2024,8,"snowfall",0
"07FA006",2024,9,"snowfall",0.00558160431728055
"07FA006",2024,10,"snowfall",0.0302900426715982
"07FA006",2024,11,"snowfall",0.0621336643640661
"07FA006",2024,12,"snowfall",0.0344808431480124
"07FB001",1967,1,"snowfall",0.103758243677945
"07FB001",1967,2,"snowfall",0.0898494971283361
"07FB001",1967,3,"snowfall",0.081535551174743
"07FB001",1967,4,"snowfall",0.0431568822376537
"07FB001",1967,5,"snowfall",0.015636346388543
"07FB001",1967,6,"snowfall",0.00125544638977261
"07FB001",1967,7,"snowfall",0.000148998846005789
"07FB001",1967,8,"snowfall",1.86365424732066e-07
"07FB001",1967,9,"snowfall",0.000432257717290857
"07FB001",1967,10,"snowfall",0.0790971641586452
"07FB001",1967,11,"snowfall",0.0693727489056398
"07FB001",1967,12,"snowfall",0.0727722605703142
"07FB001",1968,1,"snowfall",0.0939352482275802
"07FB001",1968,2,"snowfall",0.0425494910844445
"07FB001",1968,3,"snowfall",0.0483840895992819
"07FB001",1968,4,"snowfall",0.069938938036746
"07FB001",1968,5,"snowfall",0.037657356297246
"07FB001",1968,6,"snowfall",0.00523220029347021
"07FB001",1968,7,"snowfall",0
"07FB001",1968,8,"snowfall",0.00155644090693087
"07FB001",1968,9,"snowfall",0.00845852714433907
"07FB001",1968,10,"snowfall",0.0798212003721825
"07FB001",1968,11,"snowfall",0.067534705961061
"07FB001",1968,12,"snowfall",0.0579319624988367
"07FB001",1969,1,"snowfall",0.0387790349956153
"07FB001",1969,2,"snowfall",0.0339153282927952
"07FB001",1969,3,"snowfall",0.0417444035379669
"07FB001",1969,4,"snowfall",0.0404458095026918
"07FB001",1969,5,"snowfall",0.0127149972222431
"07FB001",1969,6,"snowfall",0.000340422737930257
"07FB001",1969,7,"snowfall",0
"07FB001",1969,8,"snowfall",2.31205536004362e-05
"07FB001",1969,9,"snowfall",0.0271061493358062
"07FB001",1969,10,"snowfall",0.0227125230185486
"07FB001",1969,11,"snowfall",0.119885167865473
"07FB001",1969,12,"snowfall",0.034542322687319
"07FB001",1970,1,"snowfall",0.0596362211539604
"07FB001",1970,2,"snowfall",0.0240188494669191
"07FB001",1970,3,"snowfall",0.0844558083278559
"07FB001",1970,4,"snowfall",0.0556754068789123
"07FB001",1970,5,"snowfall",0.0183583635905364
"07FB001",1970,6,"snowfall",0.00191171833860453
"07FB001",1970,7,"snowfall",1.96025337272935e-06
"07FB001",1970,8,"snowfall",0.000311037733296096
"07FB001",1970,9,"snowfall",0.0190253295110699
"07FB001",1970,10,"snowfall",0.0203137688160483
"07FB001",1970,11,"snowfall",0.0606011957584159
"07FB001",1970,12,"snowfall",0.0606490845896849
"07FB001",1971,1,"snowfall",0.0958684319220676
"07FB001",1971,2,"snowfall",0.0353406181152434
"07FB001",1971,3,"snowfall",0.0649504356688604
"07FB001",1971,4,"snowfall",0.0377877286035086
"07FB001",1971,5,"snowfall",0.00249011503675515
"07FB001",1971,6,"snowfall",0.00617377654248046
"07FB001",1971,7,"snowfall",7.27309308843026e-06
"07FB001",1971,8,"snowfall",0
"07FB001",1971,9,"snowfall",0.0376552646580711
"07FB001",1971,10,"snowfall",0.0480662530065743
"07FB001",1971,11,"snowfall",0.0923617592205635
"07FB001",1971,12,"snowfall",0.0666483488165366
"07FB001",1972,1,"snowfall",0.0775321207128421
"07FB001",1972,2,"snowfall",0.106521709193612
"07FB001",1972,3,"snowfall",0.088070854209463
"07FB001",1972,4,"snowfall",0.0536048756954396
"07FB001",1972,5,"snowfall",0.00318188589150685
"07FB001",1972,6,"snowfall",2.23915161516223e-05
"07FB001",1972,7,"snowfall",0.00204976148596011
"07FB001",1972,8,"snowfall",1.17245069745456e-08
"07FB001",1972,9,"snowfall",0.0746599250313157
"07FB001",1972,10,"snowfall",0.0554189779237077
"07FB001",1972,11,"snowfall",0.0919920591440978
"07FB001",1972,12,"snowfall",0.0978666823285222
"07FB001",1973,1,"snowfall",0.110987808995384
"07FB001",1973,2,"snowfall",0.0586111341674469
"07FB001",1973,3,"snowfall",0.0374679833267976
"07FB001",1973,4,"snowfall",0.0261476680046669
"07FB001",1973,5,"snowfall",0.00885964318790396
"07FB001",1973,6,"snowfall",0.0167411738856456
"07FB001",1973,7,"snowfall",0.000275313423487233
"07FB001",1973,8,"snowfall",0.0460039071760451
"07FB001",1973,9,"snowfall",0.00574739796153022
"07FB001",1973,10,"snowfall",0.0825479073746071
"07FB001",1973,11,"snowfall",0.064625876093857
"07FB001",1973,12,"snowfall",0.0608278608142964
"07FB001",1974,1,"snowfall",0.112521162196432
"07FB001",1974,2,"snowfall",0.0536090474523571
"07FB001",1974,3,"snowfall",0.0809847207280724
"07FB001",1974,4,"snowfall",0.0350562067278574
"07FB001",1974,5,"snowfall",0.0321266057757762
"07FB001",1974,6,"snowfall",0.000281882836638966
"07FB001",1974,7,"snowfall",0.000204019279004215
"07FB001",1974,8,"snowfall",2.84488765101035e-06
"07FB001",1974,9,"snowfall",0.0402617392457145
"07FB001",1974,10,"snowfall",0.019582670356966
"07FB001",1974,11,"snowfall",0.0506534110167577
"07FB001",1974,12,"snowfall",0.0786683574595308
"07FB001",1975,1,"snowfall",0.0577000258454584
"07FB001",1975,2,"snowfall",0.0326468073925087
"07FB001",1975,3,"snowfall",0.0445871672454162
"07FB001",1975,4,"snowfall",0.0344457717457528
"07FB001",1975,5,"snowfall",0.0423130429174181
"07FB001",1975,6,"snowfall",0.0139597120084278
"07FB001",1975,7,"snowfall",0
"07FB001",1975,8,"snowfall",0.000694198134392059
"07FB001",1975,9,"snowfall",2.593367362984e-05
"07FB001",1975,10,"snowfall",0.0742553029709361
"07FB001",1975,11,"snowfall",0.136706975990676
"07FB001",1975,12,"snowfall",0.0875689118787288
"07FB001",1976,1,"snowfall",0.0665060329910909
"07FB001",1976,2,"snowfall",0.0752029948254106
"07FB001",1976,3,"snowfall",0.0624196414345016
"07FB001",1976,4,"snowfall",0.0192504872149189
"07FB001",1976,5,"snowfall",0.0358832712663015
"07FB001",1976,6,"snowfall",0.0355003525702314
"07FB001",1976,7,"snowfall",0.000589418882589552
"07FB001",1976,8,"snowfall",1.78962423914005e-05
"07FB001",1976,9,"snowfall",0.000319191753624637
"07FB001",1976,10,"snowfall",0.0332376186228557
"07FB001",1976,11,"snowfall",0.030346829046647
"07FB001",1976,12,"snowfall",0.112404097197348
"07FB001",1977,1,"snowfall",0.0245440435876409
"07FB001",1977,2,"snowfall",0.0373622877318195
"07FB001",1977,3,"snowfall",0.0735935479995673
"07FB001",1977,4,"snowfall",0.0240328598747388
"07FB001",1977,5,"snowfall",0.0226803031500633
"07FB001",1977,6,"snowfall",0.00943279587451357
"07FB001",1977,7,"snowfall",0.000391408293792628
"07FB001",1977,8,"snowfall",7.12826068178138e-06
"07FB001",1977,9,"snowfall",0.000564676042341357
"07FB001",1977,10,"snowfall",0.0315666091451552
"07FB001",1977,11,"snowfall",0.0681115828869866
"07FB001",1977,12,"snowfall",0.0401757804851872
"07FB001",1978,1,"snowfall",0.0290066154999375
"07FB001",1978,2,"snowfall",0.0223171483137617
"07FB001",1978,3,"snowfall",0.0486958995848456
"07FB001",1978,4,"snowfall",0.0205178854703362
"07FB001",1978,5,"snowfall",0.0171135863409147
"07FB001",1978,6,"snowfall",0.000354023185389508
"07FB001",1978,7,"snowfall",0
"07FB001",1978,8,"snowfall",0.00163092997384292
"07FB001",1978,9,"snowfall",0.00284306977264076
"07FB001",1978,10,"snowfall",0.0277378617444325
"07FB001",1978,11,"snowfall",0.071892687297494
"07FB001",1978,12,"snowfall",0.071589328618715
"07FB001",1979,1,"snowfall",0.0351655136678714
"07FB001",1979,2,"snowfall",0.10830222987547
"07FB001",1979,3,"snowfall",0.0285556120720334
"07FB001",1979,4,"snowfall",0.0541226394582368
"07FB001",1979,5,"snowfall",0.0378430898987216
"07FB001",1979,6,"snowfall",0.00347921317992284
"07FB001",1979,7,"snowfall",0.00312353140150827
"07FB001",1979,8,"snowfall",0
"07FB001",1979,9,"snowfall",0.00154547259908313
"07FB001",1979,10,"snowfall",0.0173734628691537
"07FB001",1979,11,"snowfall",0.00875863123376745
"07FB001",1979,12,"snowfall",0.075516686631664
"07FB001",1980,1,"snowfall",0.0449467031992372
"07FB001",1980,2,"snowfall",0.033967878682696
"07FB001",1980,3,"snowfall",0.051884428846454
"07FB001",1980,4,"snowfall",0.00770516674681786
"07FB001",1980,5,"snowfall",0.010119439683209
"07FB001",1980,6,"snowfall",2.27068791426726e-05
"07FB001",1980,7,"snowfall",4.10557593659799e-07
"07FB001",1980,8,"snowfall",0.00276926779716555
"07FB001",1980,9,"snowfall",0.00685472917301982
"07FB001",1980,10,"snowfall",0.0130690242130446
"07FB001",1980,11,"snowfall",0.0353797255398988
"07FB001",1980,12,"snowfall",0.171301106768406
"07FB001",1981,1,"snowfall",0.00852642395462471
"07FB001",1981,2,"snowfall",0.0542100046992236
"07FB001",1981,3,"snowfall",0.0199597378374441
"07FB001",1981,4,"snowfall",0.0721412844575559
"07FB001",1981,5,"snowfall",0.00214261883214872
"07FB001",1981,6,"snowfall",8.24129926968515e-05
"07FB001",1981,7,"snowfall",0
"07FB001",1981,8,"snowfall",0
"07FB001",1981,9,"snowfall",0.00231339667819578
"07FB001",1981,10,"snowfall",0.0363740662807157
"07FB001",1981,11,"snowfall",0.0633670457944834
"07FB001",1981,12,"snowfall",0.0522436757275375
"07FB001",1982,1,"snowfall",0.128303215334293
"07FB001",1982,2,"snowfall",0.0678672632401886
"07FB001",1982,3,"snowfall",0.0484102622526767
"07FB001",1982,4,"snowfall",0.0243589129042671
"07FB001",1982,5,"snowfall",0.00885410705422109
"07FB001",1982,6,"snowfall",0.00732705270526837
"07FB001",1982,7,"snowfall",4.72202941564813e-05
"07FB001",1982,8,"snowfall",9.79111602181637e-05
"07FB001",1982,9,"snowfall",0.00652371228959965
"07FB001",1982,10,"snowfall",0.0338134421156495
"07FB001",1982,11,"snowfall",0.0397507632147043
"07FB001",1982,12,"snowfall",0.0465211017932414
"07FB001",1983,1,"snowfall",0.0457604161674718
"07FB001",1983,2,"snowfall",0.0396199322065179
"07FB001",1983,3,"snowfall",0.0349395108659113
"07FB001",1983,4,"snowfall",0.0215676819880297
"07FB001",1983,5,"snowfall",0.0104403836467769
"07FB001",1983,6,"snowfall",0.00142051324378376
"07FB001",1983,7,"snowfall",0.000114328042622244
"07FB001",1983,8,"snowfall",0
"07FB001",1983,9,"snowfall",0.0176670961342128
"07FB001",1983,10,"snowfall",0.0249868577054692
"07FB001",1983,11,"snowfall",0.0440577705276868
"07FB001",1983,12,"snowfall",0.0363764945687374
"07FB001",1984,1,"snowfall",0.083402833860871
"07FB001",1984,2,"snowfall",0.0367139376130255
"07FB001",1984,3,"snowfall",0.0289584527295606
"07FB001",1984,4,"snowfall",0.0272847946666838
"07FB001",1984,5,"snowfall",0.0422677937648559
"07FB001",1984,6,"snowfall",0.000314004676674877
"07FB001",1984,7,"snowfall",9.89805281027177e-06
"07FB001",1984,8,"snowfall",0.00016102862513907
"07FB001",1984,9,"snowfall",0.013080163177064
"07FB001",1984,10,"snowfall",0.0615467688689428
"07FB001",1984,11,"snowfall",0.0517746726458739
"07FB001",1984,12,"snowfall",0.0736737303770034
"07FB001",1985,1,"snowfall",0.0315665354491695
"07FB001",1985,2,"snowfall",0.0701668574611241
"07FB001",1985,3,"snowfall",0.0417323790139748
"07FB001",1985,4,"snowfall",0.0378851272844653
"07FB001",1985,5,"snowfall",0.00802208233989485
"07FB001",1985,6,"snowfall",0.000574935980527036
"07FB001",1985,7,"snowfall",0
"07FB001",1985,8,"snowfall",1.27927158084967e-06
"07FB001",1985,9,"snowfall",0.0197785978392395
"07FB001",1985,10,"snowfall",0.09785281972392
"07FB001",1985,11,"snowfall",0.0500935395886844
"07FB001",1985,12,"snowfall",0.0219400433916628
"07FB001",1986,1,"snowfall",0.0683557988910836
"07FB001",1986,2,"snowfall",0.0393574600313095
"07FB001",1986,3,"snowfall",0.0621534126750828
"07FB001",1986,4,"snowfall",0.0675449785134262
"07FB001",1986,5,"snowfall",0.0263050450860962
"07FB001",1986,6,"snowfall",0.00021598353278049
"07FB001",1986,7,"snowfall",1.29903133000424e-05
"07FB001",1986,8,"snowfall",0.000533016042697429
"07FB001",1986,9,"snowfall",0.0230892680922691
"07FB001",1986,10,"snowfall",0.0294030219545507
"07FB001",1986,11,"snowfall",0.0816694046836117
"07FB001",1986,12,"snowfall",0.0234723403965302
"07FB001",1987,1,"snowfall",0.0800661580835013
"07FB001",1987,2,"snowfall",0.0428811791832927
"07FB001",1987,3,"snowfall",0.064109997405512
"07FB001",1987,4,"snowfall",0.0350550244047155
"07FB001",1987,5,"snowfall",0.0043675172502845
"07FB001",1987,6,"snowfall",1.51415561234008e-05
"07FB001",1987,7,"snowfall",7.68825914058047e-07
"07FB001",1987,8,"snowfall",0.000520435067170302
"07FB001",1987,9,"snowfall",6.39194099836602e-05
"07FB001",1987,10,"snowfall",0.00961369359609164
"07FB001",1987,11,"snowfall",0.0362247735431836
"07FB001",1987,12,"snowfall",0.0324913099658337
"07FB001",1988,1,"snowfall",0.0805949529865877
"07FB001",1988,2,"snowfall",0.0555284945538867
"07FB001",1988,3,"snowfall",0.0549553914492614
"07FB001",1988,4,"snowfall",0.0272257299651404
"07FB001",1988,5,"snowfall",0.00222406323826084
"07FB001",1988,6,"snowfall",0.000265781287828786
"07FB001",1988,7,"snowfall",0
"07FB001",1988,8,"snowfall",0
"07FB001",1988,9,"snowfall",0.0110197594060593
"07FB001",1988,10,"snowfall",0.0376525839123841
"07FB001",1988,11,"snowfall",0.0666896537901492
"07FB001",1988,12,"snowfall",0.0597394490356504
"07FB001",1989,1,"snowfall",0.0863963117129615
"07FB001",1989,2,"snowfall",0.0199115108860754
"07FB001",1989,3,"snowfall",0.0467387744418233
"07FB001",1989,4,"snowfall",0.0244756282191674
"07FB001",1989,5,"snowfall",0.0238635085566145
"07FB001",1989,6,"snowfall",0.000785075247690382
"07FB001",1989,7,"snowfall",0
"07FB001",1989,8,"snowfall",0
"07FB001",1989,9,"snowfall",0.00765473089042544
"07FB001",1989,10,"snowfall",0.0351023271746843
"07FB001",1989,11,"snowfall",0.0794019722233589
"07FB001",1989,12,"snowfall",0.0663776633675385
"07FB001",1990,1,"snowfall",0.0981066440239089
"07FB001",1990,2,"snowfall",0.0514334420650735
"07FB001",1990,3,"snowfall",0.0410089354615433
"07FB001",1990,4,"snowfall",0.0221249321532534
"07FB001",1990,5,"snowfall",0.0107326029040459
"07FB001",1990,6,"snowfall",0.0030761892087759
"07FB001",1990,7,"snowfall",0
"07FB001",1990,8,"snowfall",0.000138698907334735
"07FB001",1990,9,"snowfall",4.16719845792422e-06
"07FB001",1990,10,"snowfall",0.10701978248531
"07FB001",1990,11,"snowfall",0.133303667087515
"07FB001",1990,12,"snowfall",0.0918704165236046
"07FB001",1991,1,"snowfall",0.0343584925825335
"07FB001",1991,2,"snowfall",0.0436423634310014
"07FB001",1991,3,"snowfall",0.0290808507244803
"07FB001",1991,4,"snowfall",0.0293958475672439
"07FB001",1991,5,"snowfall",0.00465435953789391
"07FB001",1991,6,"snowfall",0.00732351161058482
"07FB001",1991,7,"snowfall",0
"07FB001",1991,8,"snowfall",7.46230623597827e-07
"07FB001",1991,9,"snowfall",0.000974628650904597
"07FB001",1991,10,"snowfall",0.0484439782358525
"07FB001",1991,11,"snowfall",0.109479932497234
"07FB001",1991,12,"snowfall",0.104374452871291
"07FB001",1992,1,"snowfall",0.0587643648008974
"07FB001",1992,2,"snowfall",0.0480632279461331
"07FB001",1992,3,"snowfall",0.0176597006691363
"07FB001",1992,4,"snowfall",0.0258910284911332
"07FB001",1992,5,"snowfall",0.024551163859246
"07FB001",1992,6,"snowfall",9.73350800198211e-06
"07FB001",1992,7,"snowfall",0
"07FB001",1992,8,"snowfall",0.000605554233623745
"07FB001",1992,9,"snowfall",0.052804082559885
"07FB001",1992,10,"snowfall",0.0332627205005678
"07FB001",1992,11,"snowfall",0.0580017889726199
"07FB001",1992,12,"snowfall",0.0499834918740297
"07FB001",1993,1,"snowfall",0.0245101248368348
"07FB001",1993,2,"snowfall",0.0203198450683365
"07FB001",1993,3,"snowfall",0.029120930798437
"07FB001",1993,4,"snowfall",0.0286776200966418
"07FB001",1993,5,"snowfall",0.00620950079473557
"07FB001",1993,6,"snowfall",0.00823091641313341
"07FB001",1993,7,"snowfall",1.0803047542524e-05
"07FB001",1993,8,"snowfall",0.00102054045411624
"07FB001",1993,9,"snowfall",0.00460928596164666
"07FB001",1993,10,"snowfall",0.0227354998999752
"07FB001",1993,11,"snowfall",0.0806247175465032
"07FB001",1993,12,"snowfall",0.0482502131104006
"07FB001",1994,1,"snowfall",0.104787202304795
"07FB001",1994,2,"snowfall",0.0812339381790149
"07FB001",1994,3,"snowfall",0.0314451755697153
"07FB001",1994,4,"snowfall",0.0207280053229877
"07FB001",1994,5,"snowfall",0.00266823774576133
"07FB001",1994,6,"snowfall",0.00911497039375516
"07FB001",1994,7,"snowfall",0
"07FB001",1994,8,"snowfall",0
"07FB001",1994,9,"snowfall",0.0123537117996046
"07FB001",1994,10,"snowfall",0.0414065538242098
"07FB001",1994,11,"snowfall",0.112413511133203
"07FB001",1994,12,"snowfall",0.0643612328212065
"07FB001",1995,1,"snowfall",0.0230388915565394
"07FB001",1995,2,"snowfall",0.0501984853611258
"07FB001",1995,3,"snowfall",0.0377126565663586
"07FB001",1995,4,"snowfall",0.0425320424962407
"07FB001",1995,5,"snowfall",0.00692229593472791
"07FB001",1995,6,"snowfall",3.2795721828828e-06
"07FB001",1995,7,"snowfall",0
"07FB001",1995,8,"snowfall",1.95799764130639e-06
"07FB001",1995,9,"snowfall",0.000297565332186505
"07FB001",1995,10,"snowfall",0.063615236323886
"07FB001",1995,11,"snowfall",0.111843704708795
"07FB001",1995,12,"snowfall",0.0554900895700884
"07FB001",1996,1,"snowfall",0.0816446072395588
"07FB001",1996,2,"snowfall",0.0373298799036884
"07FB001",1996,3,"snowfall",0.0433342600420619
"07FB001",1996,4,"snowfall",0.0365540531731019
"07FB001",1996,5,"snowfall",0.0257978654994238
"07FB001",1996,6,"snowfall",0.00153442228199394
"07FB001",1996,7,"snowfall",0.0023648912983997
"07FB001",1996,8,"snowfall",3.32816118436534e-07
"07FB001",1996,9,"snowfall",0.0153782803613672
"07FB001",1996,10,"snowfall",0.061534678112845
"07FB001",1996,11,"snowfall",0.0833922316505377
"07FB001",1996,12,"snowfall",0.0500340640273795
"07FB001",1997,1,"snowfall",0.0863820126042896
"07FB001",1997,2,"snowfall",0.0512107444132988
"07FB001",1997,3,"snowfall",0.084344521552308
"07FB001",1997,4,"snowfall",0.0332331280859393
"07FB001",1997,5,"snowfall",0.0328582355453787
"07FB001",1997,6,"snowfall",0.00125645139029217
"07FB001",1997,7,"snowfall",0
"07FB001",1997,8,"snowfall",0
"07FB001",1997,9,"snowfall",0.0107423827970966
"07FB001",1997,10,"snowfall",0.073701425421004
"07FB001",1997,11,"snowfall",0.0320269967750226
"07FB001",1997,12,"snowfall",0.0830064361520863
"07FB001",1998,1,"snowfall",0.0378774119056377
"07FB001",1998,2,"snowfall",0.0242445935316093
"07FB001",1998,3,"snowfall",0.0432267051242659
"07FB001",1998,4,"snowfall",0.0109971443489402
"07FB001",1998,5,"snowfall",1.16071399609678e-05
"07FB001",1998,6,"snowfall",2.42503145916233e-06
"07FB001",1998,7,"snowfall",3.12596694588708e-05
"07FB001",1998,8,"snowfall",0
"07FB001",1998,9,"snowfall",0.000478556466088038
"07FB001",1998,10,"snowfall",0.0741465589866589
"07FB001",1998,11,"snowfall",0.0530988504226342
"07FB001",1998,12,"snowfall",0.0819270196515126
"07FB001",1999,1,"snowfall",0.0818922538575792
"07FB001",1999,2,"snowfall",0.0559116806537566
"07FB001",1999,3,"snowfall",0.03686481555553
"07FB001",1999,4,"snowfall",0.0417022013486128
"07FB001",1999,5,"snowfall",0.0287196855947333
"07FB001",1999,6,"snowfall",0.00958495045548705
"07FB001",1999,7,"snowfall",0.000294862237561119
"07FB001",1999,8,"snowfall",5.07509552435497e-08
"07FB001",1999,9,"snowfall",0.0171595030303516
"07FB001",1999,10,"snowfall",0.0272243403025384
"07FB001",1999,11,"snowfall",0.0597129177308148
"07FB001",1999,12,"snowfall",0.0639852434758992
"07FB001",2000,1,"snowfall",0.0467763030265333
"07FB001",2000,2,"snowfall",0.0229201546682998
"07FB001",2000,3,"snowfall",0.0546555084228218
"07FB001",2000,4,"snowfall",0.0332958234415432
"07FB001",2000,5,"snowfall",0.0178887582787737
"07FB001",2000,6,"snowfall",0.000541876813946238
"07FB001",2000,7,"snowfall",0.000337049709796243
"07FB001",2000,8,"snowfall",0.00741374068380964
"07FB001",2000,9,"snowfall",0.0375220641329885
"07FB001",2000,10,"snowfall",0.0622510904830294
"07FB001",2000,11,"snowfall",0.0354013168126208
"07FB001",2000,12,"snowfall",0.035925626186297
"07FB001",2001,1,"snowfall",0.0388262323002695
"07FB001",2001,2,"snowfall",0.0235783147178308
"07FB001",2001,3,"snowfall",0.0518645149138873
"07FB001",2001,4,"snowfall",0.0440093894976704
"07FB001",2001,5,"snowfall",0.0229031074034165
"07FB001",2001,6,"snowfall",0.00443622266550031
"07FB001",2001,7,"snowfall",0
"07FB001",2001,8,"snowfall",0
"07FB001",2001,9,"snowfall",0.000928137331117833
"07FB001",2001,10,"snowfall",0.0563024674081415
"07FB001",2001,11,"snowfall",0.0777392842348036
"07FB001",2001,12,"snowfall",0.0587605339588886
"07FB001",2002,1,"snowfall",0.0475709363828847
"07FB001",2002,2,"snowfall",0.0567951259026455
"07FB001",2002,3,"snowfall",0.0831471008132918
"07FB001",2002,4,"snowfall",0.0680354560834131
"07FB001",2002,5,"snowfall",0.0435234737679871
"07FB001",2002,6,"snowfall",0.0173418474647124
"07FB001",2002,7,"snowfall",0.00697446921153645
"07FB001",2002,8,"snowfall",0.0010230997411494
"07FB001",2002,9,"snowfall",0.0146944348156188
"07FB001",2002,10,"snowfall",0.0302925792531556
"07FB001",2002,11,"snowfall",0.0472093772319325
"07FB001",2002,12,"snowfall",0.0143590864311625
"07FB001",2003,1,"snowfall",0.0945738615764727
"07FB001",2003,2,"snowfall",0.0377478216668263
"07FB001",2003,3,"snowfall",0.0711540525275659
"07FB001",2003,4,"snowfall",0.0471142186236349
"07FB001",2003,5,"snowfall",0.0290459445268
"07FB001",2003,6,"snowfall",0.000138343780614779
"07FB001",2003,7,"snowfall",2.28298162395028e-05
"07FB001",2003,8,"snowfall",5.83182597762715e-05
"07FB001",2003,9,"snowfall",0.0137011719393846
"07FB001",2003,10,"snowfall",0.0585120580689662
"07FB001",2003,11,"snowfall",0.0565550176494145
"07FB001",2003,12,"snowfall",0.0300429404686129
"07FB001",2004,1,"snowfall",0.0497344879669778
"07FB001",2004,2,"snowfall",0.0161933410543346
"07FB001",2004,3,"snowfall",0.0762400054431812
"07FB001",2004,4,"snowfall",0.0213115715765331
